Circles			Editing site 		
chr4	1263507	1263508	chr4	1263507	1263508
chr4	1262761	1262762	chr4	1262761	1262762
chr4	1265573	1265574	chr4	1265573	1265574
chr4	1265543	1265544	chr4	1265543	1265544
chr4	1263119	1263120	chr4	1263119	1263120
chr4	1265542	1265543	chr4	1265542	1265543
chr4	1265107	1265108	chr4	1265107	1265108
chr4	1263765	1263766	chr4	1263765	1263766
chr4	100200	100201	chr4	100200	100201
chr4	102327	102328	chr4	102327	102328
chr4	100204	100205	chr4	100204	100205
chr4	100558	100559	chr4	100558	100559
chr4	100554	100555	chr4	100554	100555
chr4	100181	100182	chr4	100181	100182
chr4	100197	100198	chr4	100197	100198
chr4	102349	102350	chr4	102349	102350
chr4	100559	100560	chr4	100559	100560
chr4	100563	100564	chr4	100563	100564
chr4	100543	100544	chr4	100543	100544
chr4	100560	100561	chr4	100560	100561
chr4	100549	100550	chr4	100549	100550
chr4	100180	100181	chr4	100180	100181
chr4	100239	100240	chr4	100239	100240
chr4	100035	100036	chr4	100035	100036
chr4	100557	100558	chr4	100557	100558
chr4	101660	101661	chr4	101660	101661
chr4	100214	100215	chr4	100214	100215
chr4	100219	100220	chr4	100219	100220
chr4	100530	100531	chr4	100530	100531
chr4	100131	100132	chr4	100131	100132
chr4	100238	100239	chr4	100238	100239
chr4	100539	100540	chr4	100539	100540
chr4	100289	100290	chr4	100289	100290
chr4	100303	100304	chr4	100303	100304
chr4	100301	100302	chr4	100301	100302
chr4	1258248	1258249	chr4	1258248	1258249
chr4	1260605	1260606	chr4	1260605	1260606
chr4	1257438	1257439	chr4	1257438	1257439
chr4	1259038	1259039	chr4	1259038	1259039
chr4	1256795	1256796	chr4	1256795	1256796
chr4	1256012	1256013	chr4	1256012	1256013
chr4	1260521	1260522	chr4	1260521	1260522
chr4	1257297	1257298	chr4	1257297	1257298
chr4	1256423	1256424	chr4	1256423	1256424
chr4	1260564	1260565	chr4	1260564	1260565
chr4	1258496	1258497	chr4	1258496	1258497
chr4	1256808	1256809	chr4	1256808	1256809
chr4	1257374	1257375	chr4	1257374	1257375
chr4	1260562	1260563	chr4	1260562	1260563
chr4	1260522	1260523	chr4	1260522	1260523
chr4	1256876	1256877	chr4	1256876	1256877
chr4	1258192	1258193	chr4	1258192	1258193
chr4	1254402	1254403	chr4	1254402	1254403
chr4	1256431	1256432	chr4	1256431	1256432
chr4	1260000	1260001	chr4	1260000	1260001
chr4	1258071	1258072	chr4	1258071	1258072
chr4	1256054	1256055	chr4	1256054	1256055
chr4	1256053	1256054	chr4	1256053	1256054
chr4	1256921	1256922	chr4	1256921	1256922
chr4	1256815	1256816	chr4	1256815	1256816
chr4	1257280	1257281	chr4	1257280	1257281
chr4	1257391	1257392	chr4	1257391	1257392
chr4	1259945	1259946	chr4	1259945	1259946
chr4	1257418	1257419	chr4	1257418	1257419
chr4	1257448	1257449	chr4	1257448	1257449
chr4	1257419	1257420	chr4	1257419	1257420
chr4	1256859	1256860	chr4	1256859	1256860
chr4	1256006	1256007	chr4	1256006	1256007
chr4	1257336	1257337	chr4	1257336	1257337
chr4	1258358	1258359	chr4	1258358	1258359
chr4	1259956	1259957	chr4	1259956	1259957
chr4	1258386	1258387	chr4	1258386	1258387
chr4	1255120	1255121	chr4	1255120	1255121
chr4	1258387	1258388	chr4	1258387	1258388
chr4	1257385	1257386	chr4	1257385	1257386
chr4	1258420	1258421	chr4	1258420	1258421
chr4	1258966	1258967	chr4	1258966	1258967
chr4	1258368	1258369	chr4	1258368	1258369
chr4	1258813	1258814	chr4	1258813	1258814
chr4	1258409	1258410	chr4	1258409	1258410
chr4	1258492	1258493	chr4	1258492	1258493
chr4	1258903	1258904	chr4	1258903	1258904
chr4	1259857	1259858	chr4	1259857	1259858
chr4	1255488	1255489	chr4	1255488	1255489
chr4	1258385	1258386	chr4	1258385	1258386
chr4	1258384	1258385	chr4	1258384	1258385
chr4	1259911	1259912	chr4	1259911	1259912
chr4	1255131	1255132	chr4	1255131	1255132
chr4	1258822	1258823	chr4	1258822	1258823
chr4	1258517	1258518	chr4	1258517	1258518
chr4	1257961	1257962	chr4	1257961	1257962
chr4	1258369	1258370	chr4	1258369	1258370
chr4	1260001	1260002	chr4	1260001	1260002
chr4	1258963	1258964	chr4	1258963	1258964
chr4	1257253	1257254	chr4	1257253	1257254
chr4	1257264	1257265	chr4	1257264	1257265
chr4	1255132	1255133	chr4	1255132	1255133
chr4	1258417	1258418	chr4	1258417	1258418
chr4	1258074	1258075	chr4	1258074	1258075
chr4	1260045	1260046	chr4	1260045	1260046
chr4	1258072	1258073	chr4	1258072	1258073
chr4	1258502	1258503	chr4	1258502	1258503
chr4	1260046	1260047	chr4	1260046	1260047
chr4	1259246	1259247	chr4	1259246	1259247
chr4	1260040	1260041	chr4	1260040	1260041
chr4	1258901	1258902	chr4	1258901	1258902
chr4	1258809	1258810	chr4	1258809	1258810
chr4	1258810	1258811	chr4	1258810	1258811
chr4	1259898	1259899	chr4	1259898	1259899
chr4	1258483	1258484	chr4	1258483	1258484
chr4	1259912	1259913	chr4	1259912	1259913
chr4	1258774	1258775	chr4	1258774	1258775
chr4	1259233	1259234	chr4	1259233	1259234
chr4	1258907	1258908	chr4	1258907	1258908
chr4	1257166	1257167	chr4	1257166	1257167
chr4	1259913	1259914	chr4	1259913	1259914
chr4	1260041	1260042	chr4	1260041	1260042
chr4	1257370	1257371	chr4	1257370	1257371
chr4	1259849	1259850	chr4	1259849	1259850
chr4	1258233	1258234	chr4	1258233	1258234
chr4	1260050	1260051	chr4	1260050	1260051
chr4	1259926	1259927	chr4	1259926	1259927
chr4	1259245	1259246	chr4	1259245	1259246
chr4	1257178	1257179	chr4	1257178	1257179
chr4	1259343	1259344	chr4	1259343	1259344
chr4	1258820	1258821	chr4	1258820	1258821
chr4	1259278	1259279	chr4	1259278	1259279
chr4	1259846	1259847	chr4	1259846	1259847
chr4	1258814	1258815	chr4	1258814	1258815
chr4	1259254	1259255	chr4	1259254	1259255
chr4	1259900	1259901	chr4	1259900	1259901
chr4	1257474	1257475	chr4	1257474	1257475
chr4	1257389	1257390	chr4	1257389	1257390
chr4	1257215	1257216	chr4	1257215	1257216
chr4	1258825	1258826	chr4	1258825	1258826
chr4	1260032	1260033	chr4	1260032	1260033
chr4	1258414	1258415	chr4	1258414	1258415
chr4	1258512	1258513	chr4	1258512	1258513
chr4	1257475	1257476	chr4	1257475	1257476
chr4	1258235	1258236	chr4	1258235	1258236
chr4	1258226	1258227	chr4	1258226	1258227
chr4	1257201	1257202	chr4	1257201	1257202
chr4	1258201	1258202	chr4	1258201	1258202
chr4	1259962	1259963	chr4	1259962	1259963
chr4	1259984	1259985	chr4	1259984	1259985
chr4	1258427	1258428	chr4	1258427	1258428
chr4	1257188	1257189	chr4	1257188	1257189
chr4	1258435	1258436	chr4	1258435	1258436
chr4	1258969	1258970	chr4	1258969	1258970
chr4	1259018	1259019	chr4	1259018	1259019
chr4	1252829	1252830	chr4	1252829	1252830
chr4	1260011	1260012	chr4	1260011	1260012
chr4	1260043	1260044	chr4	1260043	1260044
chr4	1258106	1258107	chr4	1258106	1258107
chr4	1258075	1258076	chr4	1258075	1258076
chr4	1258497	1258498	chr4	1258497	1258498
chr4	1259996	1259997	chr4	1259996	1259997
chr4	1257070	1257071	chr4	1257070	1257071
chr4	1259995	1259996	chr4	1259995	1259996
chr4	1259875	1259876	chr4	1259875	1259876
chr4	1254576	1254577	chr4	1254576	1254577
chr4	1257095	1257096	chr4	1257095	1257096
chr4	1258484	1258485	chr4	1258484	1258485
chr4	1258487	1258488	chr4	1258487	1258488
chr4	1259006	1259007	chr4	1259006	1259007
chr4	1259252	1259253	chr4	1259252	1259253
chr4	1257181	1257182	chr4	1257181	1257182
chr4	1255103	1255104	chr4	1255103	1255104
chr4	1252973	1252974	chr4	1252973	1252974
chr4	1252993	1252994	chr4	1252993	1252994
chr4	1258099	1258100	chr4	1258099	1258100
chr4	1258353	1258354	chr4	1258353	1258354
chr4	1252550	1252551	chr4	1252550	1252551
chr4	1259892	1259893	chr4	1259892	1259893
chr4	1257079	1257080	chr4	1257079	1257080
chr4	1259987	1259988	chr4	1259987	1259988
chr4	1258313	1258314	chr4	1258313	1258314
chr4	1258805	1258806	chr4	1258805	1258806
chr4	1257388	1257389	chr4	1257388	1257389
chr4	1259986	1259987	chr4	1259986	1259987
chr4	1255125	1255126	chr4	1255125	1255126
chr4	1252614	1252615	chr4	1252614	1252615
chr4	1257378	1257379	chr4	1257378	1257379
chr4	1259874	1259875	chr4	1259874	1259875
chr4	1258981	1258982	chr4	1258981	1258982
chr4	1260010	1260011	chr4	1260010	1260011
chr4	1257131	1257132	chr4	1257131	1257132
chr4	1259969	1259970	chr4	1259969	1259970
chr4	1258303	1258304	chr4	1258303	1258304
chr4	1258302	1258303	chr4	1258302	1258303
chr4	1258312	1258313	chr4	1258312	1258313
chr4	1260014	1260015	chr4	1260014	1260015
chr4	1255112	1255113	chr4	1255112	1255113
chr4	1259975	1259976	chr4	1259975	1259976
chr4	1252606	1252607	chr4	1252606	1252607
chr4	1259891	1259892	chr4	1259891	1259892
chr4	1257190	1257191	chr4	1257190	1257191
chr4	1257075	1257076	chr4	1257075	1257076
chr4	1257063	1257064	chr4	1257063	1257064
chr4	1258001	1258002	chr4	1258001	1258002
chr4	1258311	1258312	chr4	1258311	1258312
chr4	1257210	1257211	chr4	1257210	1257211
chr4	1257252	1257253	chr4	1257252	1257253
chr4	1259270	1259271	chr4	1259270	1259271
chr4	1258827	1258828	chr4	1258827	1258828
chr4	1257164	1257165	chr4	1257164	1257165
chr4	1265798	1265799	chr4	1265798	1265799
chr4	1264623	1264624	chr4	1264623	1264624
chr4	1264266	1264267	chr4	1264266	1264267
chr4	1264268	1264269	chr4	1264268	1264269
chr4	1266245	1266246	chr4	1266245	1266246
chr4	1263306	1263307	chr4	1263306	1263307
chr4	1263295	1263296	chr4	1263295	1263296
chr4	1265760	1265761	chr4	1265760	1265761
chr4	1265806	1265807	chr4	1265806	1265807
chr4	1263327	1263328	chr4	1263327	1263328
chr4	1265544	1265545	chr4	1265544	1265545
chr4	1266191	1266192	chr4	1266191	1266192
chr4	1265799	1265800	chr4	1265799	1265800
chr4	1265801	1265802	chr4	1265801	1265802
chr4	1264286	1264287	chr4	1264286	1264287
chr4	1264245	1264246	chr4	1264245	1264246
chr4	1265581	1265582	chr4	1265581	1265582
chr4	1263654	1263655	chr4	1263654	1263655
chr4	1263294	1263295	chr4	1263294	1263295
chr4	1263531	1263532	chr4	1263531	1263532
chr4	1264259	1264260	chr4	1264259	1264260
chr4	1266296	1266297	chr4	1266296	1266297
chr4	1265591	1265592	chr4	1265591	1265592
chr4	1265829	1265830	chr4	1265829	1265830
chr4	1265590	1265591	chr4	1265590	1265591
chr4	1263314	1263315	chr4	1263314	1263315
chr4	1263902	1263903	chr4	1263902	1263903
chr4	1264308	1264309	chr4	1264308	1264309
chr4	1265780	1265781	chr4	1265780	1265781
chr4	1263667	1263668	chr4	1263667	1263668
chr4	1263512	1263513	chr4	1263512	1263513
chr4	1263356	1263357	chr4	1263356	1263357
chr4	1266202	1266203	chr4	1266202	1266203
chr4	1263475	1263476	chr4	1263475	1263476
chr4	1266225	1266226	chr4	1266225	1266226
chr4	1265962	1265963	chr4	1265962	1265963
chr4	1263195	1263196	chr4	1263195	1263196
chr4	1263196	1263197	chr4	1263196	1263197
chr4	1265513	1265514	chr4	1265513	1265514
chr4	1263335	1263336	chr4	1263335	1263336
chr4	1266171	1266172	chr4	1266171	1266172
chr4	1263304	1263305	chr4	1263304	1263305
chr4	1261950	1261951	chr4	1261950	1261951
chr4	1265820	1265821	chr4	1265820	1265821
chr4	1263640	1263641	chr4	1263640	1263641
chr4	1265580	1265581	chr4	1265580	1265581
chr4	1263513	1263514	chr4	1263513	1263514
chr4	1263118	1263119	chr4	1263118	1263119
chr4	1263099	1263100	chr4	1263099	1263100
chr4	1264306	1264307	chr4	1264306	1264307
chr4	1266294	1266295	chr4	1266294	1266295
chr4	1263928	1263929	chr4	1263928	1263929
chr4	1263992	1263993	chr4	1263992	1263993
chr4	1262387	1262388	chr4	1262387	1262388
chr4	1263605	1263606	chr4	1263605	1263606
chr4	1265420	1265421	chr4	1265420	1265421
chr4	1263556	1263557	chr4	1263556	1263557
chr4	1265574	1265575	chr4	1265574	1265575
chr4	1264452	1264453	chr4	1264452	1264453
chr4	1264251	1264252	chr4	1264251	1264252
chr4	1266300	1266301	chr4	1266300	1266301
chr4	1264485	1264486	chr4	1264485	1264486
chr4	1263292	1263293	chr4	1263292	1263293
chr4	1263596	1263597	chr4	1263596	1263597
chr4	1264326	1264327	chr4	1264326	1264327
chr4	1263530	1263531	chr4	1263530	1263531
chr4	1264636	1264637	chr4	1264636	1264637
chr4	1262717	1262718	chr4	1262717	1262718
chr4	1264654	1264655	chr4	1264654	1264655
chr4	1263395	1263396	chr4	1263395	1263396
chr4	1262714	1262715	chr4	1262714	1262715
chr4	1264324	1264325	chr4	1264324	1264325
chr4	1266283	1266284	chr4	1266283	1266284
chr4	1265496	1265497	chr4	1265496	1265497
chr4	1264648	1264649	chr4	1264648	1264649
chr4	1265560	1265561	chr4	1265560	1265561
chr4	1265832	1265833	chr4	1265832	1265833
chr4	1263664	1263665	chr4	1263664	1263665
chr4	1264448	1264449	chr4	1264448	1264449
chr4	1266286	1266287	chr4	1266286	1266287
chr4	1265613	1265614	chr4	1265613	1265614
chr4	1265616	1265617	chr4	1265616	1265617
chr4	1264606	1264607	chr4	1264606	1264607
chr4	1266239	1266240	chr4	1266239	1266240
chr4	1263133	1263134	chr4	1263133	1263134
chr4	1266253	1266254	chr4	1266253	1266254
chr4	1263626	1263627	chr4	1263626	1263627
chr4	1265629	1265630	chr4	1265629	1265630
chr4	1263398	1263399	chr4	1263398	1263399
chr4	1262686	1262687	chr4	1262686	1262687
chr4	1263324	1263325	chr4	1263324	1263325
chr4	1266211	1266212	chr4	1266211	1266212
chr4	1264297	1264298	chr4	1264297	1264298
chr4	1264434	1264435	chr4	1264434	1264435
chr4	1264547	1264548	chr4	1264547	1264548
chr4	1265607	1265608	chr4	1265607	1265608
chr4	1264357	1264358	chr4	1264357	1264358
chr4	1264029	1264030	chr4	1264029	1264030
chr4	1265932	1265933	chr4	1265932	1265933
chr4	1265615	1265616	chr4	1265615	1265616
chr4	1263641	1263642	chr4	1263641	1263642
chr4	1265931	1265932	chr4	1265931	1265932
chr4	1263987	1263988	chr4	1263987	1263988
chr4	1263988	1263989	chr4	1263988	1263989
chr4	1265421	1265422	chr4	1265421	1265422
chr4	1264019	1264020	chr4	1264019	1264020
chr4	1266271	1266272	chr4	1266271	1266272
chr4	1262859	1262860	chr4	1262859	1262860
chr4	1265579	1265580	chr4	1265579	1265580
chr4	1264331	1264332	chr4	1264331	1264332
chr4	1266251	1266252	chr4	1266251	1266252
chr4	1263189	1263190	chr4	1263189	1263190
chr4	1264329	1264330	chr4	1264329	1264330
chr4	1265514	1265515	chr4	1265514	1265515
chr4	1265500	1265501	chr4	1265500	1265501
chr4	1265511	1265512	chr4	1265511	1265512
chr4	1263494	1263495	chr4	1263494	1263495
chr4	1263417	1263418	chr4	1263417	1263418
chr4	1263735	1263736	chr4	1263735	1263736
chr4	1263161	1263162	chr4	1263161	1263162
chr4	1264026	1264027	chr4	1264026	1264027
chr4	1261621	1261622	chr4	1261621	1261622
chr4	1262395	1262396	chr4	1262395	1262396
chr4	1262389	1262390	chr4	1262389	1262390
chr4	1263416	1263417	chr4	1263416	1263417
chr4	1264484	1264485	chr4	1264484	1264485
chr4	1265508	1265509	chr4	1265508	1265509
chr4	1263164	1263165	chr4	1263164	1263165
chr4	1265835	1265836	chr4	1265835	1265836
chr4	1263276	1263277	chr4	1263276	1263277
chr4	1263273	1263274	chr4	1263273	1263274
chr4	1261874	1261875	chr4	1261874	1261875
chr4	1265659	1265660	chr4	1265659	1265660
chr4	1262376	1262377	chr4	1262376	1262377
chr4	1263507	1263508	chr4	1263507	1263508
chr4	1262761	1262762	chr4	1262761	1262762
chr4	1265573	1265574	chr4	1265573	1265574
chr4	1265543	1265544	chr4	1265543	1265544
chr4	1263119	1263120	chr4	1263119	1263120
chr4	1265542	1265543	chr4	1265542	1265543
chr4	1265107	1265108	chr4	1265107	1265108
chr4	1263765	1263766	chr4	1263765	1263766
chr4	1258248	1258249	chr4	1258248	1258249
chr4	1257438	1257439	chr4	1257438	1257439
chr4	1259038	1259039	chr4	1259038	1259039
chr4	1256795	1256796	chr4	1256795	1256796
chr4	1256012	1256013	chr4	1256012	1256013
chr4	1257297	1257298	chr4	1257297	1257298
chr4	1256423	1256424	chr4	1256423	1256424
chr4	1258496	1258497	chr4	1258496	1258497
chr4	1256808	1256809	chr4	1256808	1256809
chr4	1257374	1257375	chr4	1257374	1257375
chr4	1256876	1256877	chr4	1256876	1256877
chr4	1258192	1258193	chr4	1258192	1258193
chr4	1256431	1256432	chr4	1256431	1256432
chr4	1258071	1258072	chr4	1258071	1258072
chr4	1256054	1256055	chr4	1256054	1256055
chr4	1256053	1256054	chr4	1256053	1256054
chr4	1256921	1256922	chr4	1256921	1256922
chr4	1256815	1256816	chr4	1256815	1256816
chr4	1257280	1257281	chr4	1257280	1257281
chr4	1257391	1257392	chr4	1257391	1257392
chr4	1257418	1257419	chr4	1257418	1257419
chr4	1257448	1257449	chr4	1257448	1257449
chr4	1257419	1257420	chr4	1257419	1257420
chr4	1256859	1256860	chr4	1256859	1256860
chr4	1256006	1256007	chr4	1256006	1256007
chr4	1257336	1257337	chr4	1257336	1257337
chr4	1258358	1258359	chr4	1258358	1258359
chr4	1258386	1258387	chr4	1258386	1258387
chr4	1255120	1255121	chr4	1255120	1255121
chr4	1258387	1258388	chr4	1258387	1258388
chr4	1257385	1257386	chr4	1257385	1257386
chr4	1258420	1258421	chr4	1258420	1258421
chr4	1258966	1258967	chr4	1258966	1258967
chr4	1258368	1258369	chr4	1258368	1258369
chr4	1258813	1258814	chr4	1258813	1258814
chr4	1258409	1258410	chr4	1258409	1258410
chr4	1258492	1258493	chr4	1258492	1258493
chr4	1258903	1258904	chr4	1258903	1258904
chr4	1255488	1255489	chr4	1255488	1255489
chr4	1258385	1258386	chr4	1258385	1258386
chr4	1258384	1258385	chr4	1258384	1258385
chr4	1255131	1255132	chr4	1255131	1255132
chr4	1258822	1258823	chr4	1258822	1258823
chr4	1258517	1258518	chr4	1258517	1258518
chr4	1257961	1257962	chr4	1257961	1257962
chr4	1258369	1258370	chr4	1258369	1258370
chr4	1258963	1258964	chr4	1258963	1258964
chr4	1257253	1257254	chr4	1257253	1257254
chr4	1257264	1257265	chr4	1257264	1257265
chr4	1255132	1255133	chr4	1255132	1255133
chr4	1258417	1258418	chr4	1258417	1258418
chr4	1258074	1258075	chr4	1258074	1258075
chr4	1258072	1258073	chr4	1258072	1258073
chr4	1258502	1258503	chr4	1258502	1258503
chr4	1259246	1259247	chr4	1259246	1259247
chr4	1258901	1258902	chr4	1258901	1258902
chr4	1258809	1258810	chr4	1258809	1258810
chr4	1258810	1258811	chr4	1258810	1258811
chr4	1258483	1258484	chr4	1258483	1258484
chr4	1258774	1258775	chr4	1258774	1258775
chr4	1259233	1259234	chr4	1259233	1259234
chr4	1258907	1258908	chr4	1258907	1258908
chr4	1257166	1257167	chr4	1257166	1257167
chr4	1257370	1257371	chr4	1257370	1257371
chr4	1258233	1258234	chr4	1258233	1258234
chr4	1259245	1259246	chr4	1259245	1259246
chr4	1257178	1257179	chr4	1257178	1257179
chr4	1259343	1259344	chr4	1259343	1259344
chr4	1258820	1258821	chr4	1258820	1258821
chr4	1259278	1259279	chr4	1259278	1259279
chr4	1258814	1258815	chr4	1258814	1258815
chr4	1259254	1259255	chr4	1259254	1259255
chr4	1257474	1257475	chr4	1257474	1257475
chr4	1257389	1257390	chr4	1257389	1257390
chr4	1257215	1257216	chr4	1257215	1257216
chr4	1258825	1258826	chr4	1258825	1258826
chr4	1258414	1258415	chr4	1258414	1258415
chr4	1258512	1258513	chr4	1258512	1258513
chr4	1257475	1257476	chr4	1257475	1257476
chr4	1258235	1258236	chr4	1258235	1258236
chr4	1258226	1258227	chr4	1258226	1258227
chr4	1257201	1257202	chr4	1257201	1257202
chr4	1258201	1258202	chr4	1258201	1258202
chr4	1258427	1258428	chr4	1258427	1258428
chr4	1257188	1257189	chr4	1257188	1257189
chr4	1258435	1258436	chr4	1258435	1258436
chr4	1258969	1258970	chr4	1258969	1258970
chr4	1259018	1259019	chr4	1259018	1259019
chr4	1258106	1258107	chr4	1258106	1258107
chr4	1258075	1258076	chr4	1258075	1258076
chr4	1258497	1258498	chr4	1258497	1258498
chr4	1257070	1257071	chr4	1257070	1257071
chr4	1254576	1254577	chr4	1254576	1254577
chr4	1257095	1257096	chr4	1257095	1257096
chr4	1258484	1258485	chr4	1258484	1258485
chr4	1258487	1258488	chr4	1258487	1258488
chr4	1259006	1259007	chr4	1259006	1259007
chr4	1259252	1259253	chr4	1259252	1259253
chr4	1257181	1257182	chr4	1257181	1257182
chr4	1255103	1255104	chr4	1255103	1255104
chr4	1258099	1258100	chr4	1258099	1258100
chr4	1258353	1258354	chr4	1258353	1258354
chr4	1257079	1257080	chr4	1257079	1257080
chr4	1258313	1258314	chr4	1258313	1258314
chr4	1258805	1258806	chr4	1258805	1258806
chr4	1257388	1257389	chr4	1257388	1257389
chr4	1255125	1255126	chr4	1255125	1255126
chr4	1257378	1257379	chr4	1257378	1257379
chr4	1258981	1258982	chr4	1258981	1258982
chr4	1257131	1257132	chr4	1257131	1257132
chr4	1258303	1258304	chr4	1258303	1258304
chr4	1258302	1258303	chr4	1258302	1258303
chr4	1258312	1258313	chr4	1258312	1258313
chr4	1255112	1255113	chr4	1255112	1255113
chr4	1257190	1257191	chr4	1257190	1257191
chr4	1257075	1257076	chr4	1257075	1257076
chr4	1257063	1257064	chr4	1257063	1257064
chr4	1258001	1258002	chr4	1258001	1258002
chr4	1258311	1258312	chr4	1258311	1258312
chr4	1257210	1257211	chr4	1257210	1257211
chr4	1257252	1257253	chr4	1257252	1257253
chr4	1259270	1259271	chr4	1259270	1259271
chr4	1258827	1258828	chr4	1258827	1258828
chr4	1257164	1257165	chr4	1257164	1257165
chr4	351351	351352	chr4	351351	351352
chr4	1252550	1252551	chr4	1252550	1252551
chr4	1252614	1252615	chr4	1252614	1252615
chr4	1252606	1252607	chr4	1252606	1252607
chr4	113007	113008	chr4	113007	113008
chr4	110836	110837	chr4	110836	110837
chr4	93300	93301	chr4	93300	93301
chr4	94367	94368	chr4	94367	94368
chr4	100200	100201	chr4	100200	100201
chr4	102327	102328	chr4	102327	102328
chr4	100204	100205	chr4	100204	100205
chr4	100558	100559	chr4	100558	100559
chr4	100554	100555	chr4	100554	100555
chr4	100181	100182	chr4	100181	100182
chr4	100197	100198	chr4	100197	100198
chr4	102349	102350	chr4	102349	102350
chr4	100559	100560	chr4	100559	100560
chr4	100563	100564	chr4	100563	100564
chr4	100543	100544	chr4	100543	100544
chr4	100560	100561	chr4	100560	100561
chr4	100549	100550	chr4	100549	100550
chr4	100180	100181	chr4	100180	100181
chr4	100239	100240	chr4	100239	100240
chr4	100035	100036	chr4	100035	100036
chr4	100557	100558	chr4	100557	100558
chr4	101660	101661	chr4	101660	101661
chr4	100214	100215	chr4	100214	100215
chr4	100219	100220	chr4	100219	100220
chr4	100530	100531	chr4	100530	100531
chr4	100131	100132	chr4	100131	100132
chr4	100238	100239	chr4	100238	100239
chr4	100539	100540	chr4	100539	100540
chr4	100289	100290	chr4	100289	100290
chr4	100303	100304	chr4	100303	100304
chr4	100301	100302	chr4	100301	100302
chr4	1244706	1244707	chr4	1244706	1244707
chr4	1244727	1244728	chr4	1244727	1244728
chr4	1244726	1244727	chr4	1244726	1244727
chr4	1254402	1254403	chr4	1254402	1254403
chr4	1252829	1252830	chr4	1252829	1252830
chr4	1254576	1254577	chr4	1254576	1254577
chr4	1252973	1252974	chr4	1252973	1252974
chr4	1252993	1252994	chr4	1252993	1252994
chr4	1252550	1252551	chr4	1252550	1252551
chr4	1249082	1249083	chr4	1249082	1249083
chr4	1252614	1252615	chr4	1252614	1252615
chr4	1252606	1252607	chr4	1252606	1252607
chr4	1260605	1260606	chr4	1260605	1260606
chr4	1260521	1260522	chr4	1260521	1260522
chr4	1260564	1260565	chr4	1260564	1260565
chr4	1260562	1260563	chr4	1260562	1260563
chr4	1260522	1260523	chr4	1260522	1260523
chr4	1260000	1260001	chr4	1260000	1260001
chr4	1259945	1259946	chr4	1259945	1259946
chr4	1259956	1259957	chr4	1259956	1259957
chr4	1259857	1259858	chr4	1259857	1259858
chr4	1259911	1259912	chr4	1259911	1259912
chr4	1260001	1260002	chr4	1260001	1260002
chr4	1260045	1260046	chr4	1260045	1260046
chr4	1260046	1260047	chr4	1260046	1260047
chr4	1260040	1260041	chr4	1260040	1260041
chr4	1259898	1259899	chr4	1259898	1259899
chr4	1259912	1259913	chr4	1259912	1259913
chr4	1259913	1259914	chr4	1259913	1259914
chr4	1260041	1260042	chr4	1260041	1260042
chr4	1259849	1259850	chr4	1259849	1259850
chr4	1260050	1260051	chr4	1260050	1260051
chr4	1259926	1259927	chr4	1259926	1259927
chr4	1259846	1259847	chr4	1259846	1259847
chr4	1259900	1259901	chr4	1259900	1259901
chr4	1260032	1260033	chr4	1260032	1260033
chr4	1259962	1259963	chr4	1259962	1259963
chr4	1259984	1259985	chr4	1259984	1259985
chr4	1260011	1260012	chr4	1260011	1260012
chr4	1260043	1260044	chr4	1260043	1260044
chr4	1259996	1259997	chr4	1259996	1259997
chr4	1259995	1259996	chr4	1259995	1259996
chr4	1259875	1259876	chr4	1259875	1259876
chr4	1259892	1259893	chr4	1259892	1259893
chr4	1259987	1259988	chr4	1259987	1259988
chr4	1259986	1259987	chr4	1259986	1259987
chr4	1259874	1259875	chr4	1259874	1259875
chr4	1260010	1260011	chr4	1260010	1260011
chr4	1259969	1259970	chr4	1259969	1259970
chr4	1260014	1260015	chr4	1260014	1260015
chr4	1259975	1259976	chr4	1259975	1259976
chr4	1259891	1259892	chr4	1259891	1259892
chr4	1267370	1267371	chr4	1267370	1267371
chr4	1265798	1265799	chr4	1265798	1265799
chr4	1267350	1267351	chr4	1267350	1267351
chr4	1267344	1267345	chr4	1267344	1267345
chr4	1267371	1267372	chr4	1267371	1267372
chr4	1264623	1264624	chr4	1264623	1264624
chr4	1264266	1264267	chr4	1264266	1264267
chr4	1264268	1264269	chr4	1264268	1264269
chr4	1266245	1266246	chr4	1266245	1266246
chr4	1267659	1267660	chr4	1267659	1267660
chr4	1263306	1263307	chr4	1263306	1263307
chr4	1263295	1263296	chr4	1263295	1263296
chr4	1265760	1265761	chr4	1265760	1265761
chr4	1265806	1265807	chr4	1265806	1265807
chr4	1266364	1266365	chr4	1266364	1266365
chr4	1267648	1267649	chr4	1267648	1267649
chr4	1263327	1263328	chr4	1263327	1263328
chr4	1265544	1265545	chr4	1265544	1265545
chr4	1267379	1267380	chr4	1267379	1267380
chr4	1266191	1266192	chr4	1266191	1266192
chr4	1267368	1267369	chr4	1267368	1267369
chr4	1267319	1267320	chr4	1267319	1267320
chr4	1267652	1267653	chr4	1267652	1267653
chr4	1265799	1265800	chr4	1265799	1265800
chr4	1267351	1267352	chr4	1267351	1267352
chr4	1265801	1265802	chr4	1265801	1265802
chr4	1267305	1267306	chr4	1267305	1267306
chr4	1264286	1264287	chr4	1264286	1264287
chr4	1264245	1264246	chr4	1264245	1264246
chr4	1267857	1267858	chr4	1267857	1267858
chr4	1265581	1265582	chr4	1265581	1265582
chr4	1263654	1263655	chr4	1263654	1263655
chr4	1267364	1267365	chr4	1267364	1267365
